Neighborhood,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,SalePrice
7,4,1949,2003,1,0.0,1,0,1,4,1126,1126,2,5,0,2002.0,2,520,0,108000
16,7,2003,2004,1,292.0,2,998,1,4,1006,2046,2,8,1,2003.0,3,871,2,284000
3,5,1922,1950,1,0.0,0,993,1,0,1048,1048,1,5,1,1922.0,1,280,2,113000
12,5,1957,1957,1,0.0,1,1092,1,0,1092,1092,1,6,1,1957.0,1,299,2,141000
9,4,1920,1950,1,0.0,1,637,1,4,897,1336,1,7,0,1994.0,1,570,2,108000
8,7,1996,1997,1,0.0,2,729,1,4,729,1446,2,6,1,1996.0,2,406,2,175000
0,7,2003,2004,1,18.0,2,1374,1,4,1557,1557,2,7,1,2003.0,2,420,2,234000
19,5,1957,1996,3,180.0,1,1392,1,4,1392,1392,1,5,1,1957.0,2,528,2,121500
11,5,1974,1975,1,0.0,1,1389,1,4,1389,1389,1,6,1,1975.0,2,418,2,170000
7,5,1940,1969,1,0.0,1,996,1,4,996,996,1,6,1,0.0,0,0,2,108000
7,6,1918,1950,1,0.0,0,1163,1,4,1163,1674,2,8,1,1955.0,2,396,0,185000
15,7,1992,2000,1,0.0,2,1095,1,4,1166,2295,2,9,1,1992.0,2,590,2,268000
18,6,1915,1950,1,0.0,2,806,0,1,841,1647,1,6,0,1920.0,1,216,2,128000
22,9,2005,2007,3,245.0,2,1122,1,4,1134,2504,2,11,1,2005.0,3,656,2,325000
16,7,2004,2004,1,168.0,2,1517,1,4,1535,1535,2,7,0,2004.0,2,532,2,214000
20,8,1983,2009,1,0.0,1,1496,1,4,1496,2132,1,5,1,1983.0,2,612,2,316600
12,5,1979,1979,1,0.0,1,943,1,4,943,943,1,4,2,1979.0,2,600,2,135960
12,5,1965,1965,1,108.0,1,1728,1,4,1728,1728,2,10,0,1987.0,2,576,2,142600
12,6,1959,1959,1,207.0,1,864,1,4,864,864,1,4,0,1959.0,1,288,2,120000
23,7,2009,2009,1,0.0,2,846,1,4,846,1692,2,6,0,2009.0,2,650,2,224500
8,7,2000,2000,1,0.0,2,384,1,4,774,1430,2,8,1,2000.0,2,400,2,170000
12,5,1971,2005,2,82.0,1,372,1,4,576,1109,1,5,0,1971.0,1,288,2,139000
12,5,1947,1950,1,0.0,1,832,1,4,832,1216,1,6,0,1947.0,1,336,2,118500
18,7,1928,1950,1,0.0,0,861,1,4,877,1477,2,6,1,1928.0,1,216,2,145000
19,5,1966,1966,1,97.0,1,1164,1,4,1320,1320,1,6,2,1966.0,2,564,2,164500
21,7,2007,2007,1,0.0,2,689,1,4,703,1392,2,5,0,2007.0,2,540,2,146000
17,5,1954,1954,1,335.0,0,1050,0,1,1050,1795,2,7,0,1954.0,1,352,2,131500
12,6,1960,1987,1,85.0,1,1144,1,4,1429,1429,1,7,2,1960.0,2,572,2,181900
16,8,2008,2009,3,306.0,2,2042,1,4,2042,2042,2,8,1,2009.0,3,1390,2,253293
7,6,1990,1990,1,104.0,1,816,1,4,816,816,1,5,0,0.0,0,0,2,118500
17,10,1893,2000,1,0.0,0,1237,1,4,1521,2775,3,9,1,1988.0,2,880,2,325000
3,4,1935,1995,1,0.0,0,884,1,4,989,1573,1,6,0,1935.0,1,240,2,133000
23,8,2005,2006,3,208.0,2,1868,1,4,2028,2028,2,7,2,2005.0,3,880,2,369900
3,6,1918,2000,1,0.0,0,816,1,4,838,838,1,5,0,1961.0,1,275,0,130000
19,5,1982,1982,3,0.0,1,840,1,4,860,860,1,4,0,1996.0,2,528,2,137000
4,5,1968,2003,0,0.0,1,1437,1,4,1473,1473,1,5,2,1968.0,1,452,2,143000
3,5,1930,1960,1,0.0,0,742,1,0,779,935,1,4,0,1988.0,1,308,1,79500
5,7,2004,2004,1,0.0,2,770,1,4,770,1582,2,6,0,2004.0,2,520,2,185900
16,10,2008,2008,1,420.0,2,1722,1,4,1728,2296,2,10,1,2008.0,3,842,2,451950
11,5,1982,2003,1,0.0,2,816,1,4,816,816,1,4,0,1985.0,2,816,2,138000
5,6,2003,2003,1,170.0,2,848,1,4,848,848,1,4,0,2003.0,2,420,2,140000
5,5,1975,1975,3,0.0,1,924,1,4,924,924,1,5,0,1981.0,1,280,2,110000
22,8,2005,2006,1,238.0,2,1814,1,4,1826,1826,2,7,1,2005.0,3,758,2,319000
17,6,1910,1993,1,0.0,1,684,0,0,684,1368,1,7,0,1930.0,1,216,0,114504
0,7,2006,2007,1,72.0,2,1258,1,4,1402,1402,0,7,1,2006.0,3,648,2,194201
6,5,1977,1977,1,459.0,1,1430,1,4,1647,1647,2,7,1,1977.0,2,621,2,217500
1,6,1980,1980,1,0.0,1,716,1,4,716,1556,2,6,1,1980.0,2,452,2,151000
16,8,2005,2005,1,280.0,2,1058,1,4,1058,1904,2,8,1,2003.0,2,736,2,275000
9,6,1937,1950,1,0.0,2,780,1,4,780,1375,1,6,1,1979.0,1,544,1,141000
20,8,1992,1992,1,0.0,2,908,1,4,927,1915,2,8,1,1992.0,2,506,2,220000
21,7,2004,2005,1,0.0,2,600,1,4,600,1200,2,4,0,2004.0,2,480,2,151000
5,7,2002,2002,1,99.0,2,1494,1,4,1494,1494,2,6,1,2002.0,2,530,2,221000
12,7,1965,1990,1,176.0,1,768,1,4,1186,1986,2,7,3,1965.0,2,486,2,205000
5,5,1996,1996,1,0.0,2,1040,1,4,1040,1040,1,6,0,2000.0,2,576,2,152000
7,5,1948,2002,1,0.0,1,896,1,4,1112,2008,3,8,0,1948.0,1,230,2,225000
6,8,1934,1998,1,0.0,2,965,1,4,1940,3194,2,10,2,1934.0,2,380,2,359100
19,4,1961,1961,1,192.0,1,1029,1,4,1029,1029,1,5,0,1961.0,1,261,2,118500
5,9,2000,2000,3,204.0,2,1440,1,4,1476,2153,2,8,2,2000.0,3,736,2,313000
14,6,1978,1978,1,233.0,1,1032,1,4,1032,1032,2,6,1,1978.0,2,564,2,148000
5,8,2001,2001,1,108.0,2,1299,1,4,1299,1872,2,7,1,2001.0,2,531,2,261500
11,5,2007,2007,1,0.0,2,1120,1,4,1120,1120,1,6,0,0.0,0,0,2,147000
10,4,1972,1972,1,0.0,1,630,1,4,630,630,1,3,0,0.0,0,0,2,75500
12,6,1963,1963,1,156.0,2,936,1,4,1054,1054,1,6,0,1963.0,2,480,2,137500
8,6,2002,2003,1,0.0,2,783,1,4,807,1509,2,7,1,2002.0,2,393,2,183200
12,6,1954,1954,1,0.0,1,832,1,4,832,832,1,4,0,1962.0,2,528,2,105500
16,9,2007,2007,3,452.0,2,1822,1,4,1828,1828,2,9,1,2007.0,3,774,2,314813
23,8,2003,2003,3,226.0,2,1482,1,4,1482,2262,2,10,2,2003.0,3,749,2,305000
7,3,1914,1950,1,0.0,0,864,0,1,864,864,1,5,0,0.0,0,0,0,67000
14,6,1974,1997,1,0.0,1,1522,1,4,1548,2614,2,9,1,1974.0,2,624,2,240000
19,5,1977,1977,1,153.0,1,980,1,4,980,980,1,6,0,1986.0,2,484,2,135000
21,6,2000,2000,1,513.0,2,756,1,4,756,1512,2,4,1,2000.0,2,440,2,168500
14,6,1972,1972,1,288.0,1,732,1,4,1012,1790,1,8,1,1972.0,2,484,2,165150
12,6,1962,1962,3,261.0,1,1116,1,4,1116,1116,1,5,0,1962.0,2,440,2,160000
12,5,1960,1978,3,0.0,1,978,1,4,1422,1422,1,6,1,1960.0,1,286,2,139900
12,6,1955,1972,1,164.0,1,1156,1,4,1520,1520,1,7,2,1955.0,1,364,2,153000
12,5,1969,1969,1,192.0,2,1040,1,4,1040,2080,1,9,2,1969.0,2,504,2,135000
12,6,1964,1964,1,259.0,1,1248,1,4,1350,1350,1,6,0,1964.0,2,520,2,168500
17,5,1880,1991,1,0.0,0,636,1,0,1089,1750,1,8,0,1937.0,1,240,0,124000
16,8,2006,2006,1,108.0,2,1554,1,4,1554,1554,2,6,1,2006.0,2,627,2,209500
14,7,1977,1977,3,209.0,1,1386,1,4,1411,1411,2,6,1,1977.0,2,544,2,82500
12,5,1954,2005,1,0.0,1,1056,1,4,1056,1056,1,6,0,1954.0,1,260,2,139400
17,6,1980,1980,1,0.0,1,1056,1,4,1056,1056,0,4,0,1980.0,2,576,2,144000
18,6,1914,1995,3,0.0,1,1440,1,0,1440,3395,2,14,0,0.0,0,0,0,200000
3,2,1936,1950,1,0.0,0,264,0,0,800,800,1,4,1,0.0,0,0,0,60000
17,5,1954,1954,1,0.0,1,811,1,0,811,1387,2,7,0,1954.0,1,256,2,93000
7,5,1910,1950,1,0.0,1,796,1,0,796,796,1,4,0,0.0,0,0,1,85000
0,8,2006,2006,3,0.0,2,1520,1,4,1567,1567,2,7,1,2006.0,3,648,2,264561
16,8,2003,2004,3,472.0,2,1518,1,4,1518,1518,1,6,1,2003.0,2,588,2,274000
21,7,2001,2001,1,0.0,2,1057,1,4,1057,1929,2,7,1,2001.0,2,650,2,226000
12,8,1972,1995,1,0.0,1,1952,1,4,2000,2704,2,9,3,1972.0,2,538,2,345000
14,5,1969,1969,4,263.0,1,780,1,4,780,1620,2,7,0,1969.0,2,462,2,152000
21,9,2009,2009,1,162.0,2,1766,1,4,1766,1766,2,7,1,2009.0,3,478,2,370878
12,6,1971,1971,3,0.0,1,981,1,4,981,981,1,5,0,1979.0,2,576,2,143250
12,5,1950,1950,3,0.0,1,0,1,4,1048,1048,1,7,0,1950.0,2,420,2,98300
7,6,1953,1953,3,216.0,1,1094,1,4,1094,1094,1,5,2,1953.0,2,495,2,155000
12,6,1966,1966,1,351.0,1,756,1,4,1051,1839,1,7,1,1966.0,2,442,2,155000
10,4,1970,1970,1,0.0,1,630,1,4,630,630,1,3,0,0.0,0,0,2,84500
7,4,1940,1950,1,0.0,1,755,1,4,755,1510,1,7,1,1940.0,1,296,1,108000
5,7,1996,1996,1,0.0,2,880,1,4,909,1716,2,7,1,1996.0,2,512,2,191000
9,6,1906,1995,1,0.0,1,756,1,4,756,1469,1,7,0,1906.0,1,216,2,135000
15,8,1995,1995,3,660.0,2,2109,1,4,2113,2113,2,7,1,1995.0,3,839,2,350000
2,6,1971,1971,1,381.0,1,525,1,4,525,1092,1,6,0,1971.0,1,264,2,88000
12,5,1959,2006,1,54.0,1,1053,1,4,1053,1053,1,5,0,1959.0,1,312,2,145500
6,7,1931,2000,1,0.0,0,776,1,4,851,1502,1,6,1,1931.0,1,270,1,149000
12,6,1948,1950,1,0.0,1,912,1,4,912,1458,1,6,1,1948.0,1,330,2,97500
7,5,1964,1999,3,0.0,2,1486,1,4,1486,1486,1,7,0,1968.0,2,480,2,167000
14,7,1976,1976,1,233.0,1,793,1,4,1142,1935,2,7,1,1976.0,2,550,2,197900
15,8,1994,2005,3,528.0,2,1629,1,4,1686,2448,2,8,1,1994.0,3,711,2,402000
12,6,1968,1968,3,216.0,1,1392,1,4,1392,1392,1,5,2,1968.0,2,576,2,110000
7,4,1972,1972,1,0.0,1,1138,1,4,1181,1181,2,6,0,1974.0,2,588,2,137500
21,8,2005,2006,1,0.0,2,2077,1,4,2097,2097,1,8,1,2005.0,3,1134,2,423000
8,8,2000,2000,1,40.0,2,1406,1,4,1454,1936,2,7,1,2000.0,2,504,2,230500
12,6,1965,1979,0,113.0,1,1021,1,4,1465,2380,2,7,1,1965.0,2,596,2,129000
20,6,1994,1998,1,258.0,2,1408,1,4,1679,1679,2,7,1,1994.0,2,575,2,193500
19,5,1956,1987,1,0.0,1,1188,1,4,1437,1437,1,6,1,1999.0,2,576,2,168000
6,4,1922,1950,1,0.0,0,700,1,4,1180,1180,1,5,1,1922.0,1,252,2,137500
5,6,2005,2005,1,0.0,2,738,1,4,738,1476,2,7,0,2005.0,2,540,2,173500
7,6,1925,1950,2,0.0,0,672,0,4,697,1369,2,6,0,1930.0,1,300,2,103600
24,6,1977,1977,1,0.0,1,1208,1,4,1208,1208,1,6,1,1977.0,2,546,2,165000
6,6,1957,2004,3,106.0,2,1477,1,4,1839,1839,2,7,2,1957.0,2,416,2,257500
12,6,1965,1965,1,0.0,1,1136,1,4,1136,1136,1,5,1,1965.0,1,384,2,140000
13,6,1978,1978,1,0.0,1,855,1,4,855,1441,2,7,1,1978.0,2,440,2,148500
17,4,1900,1950,1,0.0,0,1095,0,4,1095,1774,2,8,0,1920.0,3,779,0,87000
17,5,1924,2006,1,0.0,0,768,1,4,792,792,1,5,0,1924.0,1,240,0,109500
22,8,2008,2008,3,464.0,2,2046,1,4,2046,2046,2,7,1,2008.0,3,834,2,372500
19,5,1961,1961,3,57.0,1,988,1,4,988,988,1,5,0,1963.0,2,572,2,128500
20,6,1980,1980,1,0.0,1,923,1,4,923,923,2,5,1,1980.0,1,264,2,143000
18,5,1932,2000,1,0.0,0,793,1,4,848,1520,1,6,0,1968.0,1,281,2,159434
4,6,1996,1997,1,0.0,2,1291,1,4,1291,1291,1,6,1,1996.0,2,431,2,173000
5,9,2002,2002,3,215.0,2,1626,1,4,1668,1668,2,7,1,2002.0,3,702,2,285000
15,7,1998,1998,1,30.0,2,1195,1,4,1195,1839,2,7,0,1998.0,2,486,2,221000
22,7,1984,1984,1,0.0,1,1190,1,4,1190,2090,2,6,1,1984.0,2,577,2,207500
21,7,2007,2007,1,0.0,2,874,1,4,874,1761,3,7,0,2007.0,2,578,2,227875
21,7,2004,2004,1,0.0,2,551,1,4,551,1102,2,4,0,2004.0,2,480,2,148800
22,8,2007,2007,1,0.0,2,1419,1,4,1419,1419,2,7,1,2007.0,2,567,2,392000
16,6,2005,2006,1,256.0,2,1362,1,4,1362,1362,2,6,1,2005.0,2,460,2,194700
5,6,2004,2004,1,147.0,2,848,1,4,848,848,1,3,1,2004.0,2,420,2,141000
15,10,1994,1995,1,1170.0,2,2444,1,4,2444,4316,3,10,2,1994.0,3,832,2,755000
23,7,1989,1990,3,293.0,2,1210,1,4,1238,2519,2,9,2,1989.0,2,628,2,335000
17,5,1921,1968,1,0.0,0,1073,1,4,1073,1073,1,4,0,1968.0,1,326,2,108480
3,5,1936,1950,1,0.0,0,927,1,4,1067,1539,1,5,0,1995.0,2,576,2,141500
23,6,1987,1987,1,72.0,1,1112,1,4,1137,1137,2,5,1,1987.0,2,551,2,176000
3,5,1921,1950,1,0.0,1,616,1,4,616,616,1,4,0,1921.0,1,205,2,89000
7,5,1952,1952,1,0.0,2,980,1,0,1148,1148,1,6,0,1952.0,1,308,2,123500
19,5,1965,2009,1,0.0,1,894,1,4,894,894,1,5,1,1973.0,1,336,2,138500
21,7,2004,2004,1,0.0,2,1391,1,4,1391,1391,2,5,0,2004.0,2,530,2,196000
23,8,2002,2002,3,630.0,2,1800,1,4,1800,1800,2,7,1,2002.0,3,765,2,312500
14,7,1969,1969,3,168.0,1,1164,1,4,1164,1164,1,6,0,1969.0,2,528,2,140000
22,8,2006,2006,3,466.0,2,1234,1,4,1264,2576,2,10,1,2006.0,3,666,2,361919
17,5,1900,1996,1,0.0,0,360,1,4,1032,1812,2,8,1,1999.0,2,672,0,140000
5,7,2004,2005,1,109.0,2,1473,1,4,1484,1484,2,7,0,2004.0,2,606,2,213000
9,4,1930,1950,3,0.0,3,0,0,4,372,1092,2,7,0,0.0,0,0,0,55000
4,7,1971,2002,1,351.0,1,1643,1,4,1824,1824,2,5,2,1971.0,2,739,2,302000
16,8,2006,2006,3,176.0,2,1324,1,4,1324,1324,2,6,1,2006.0,2,550,2,254000
8,7,2007,2007,3,0.0,2,728,1,4,728,1456,2,8,1,2007.0,2,400,2,179540
19,5,1966,1966,1,41.0,2,876,1,4,904,904,1,6,0,1966.0,1,408,2,109900
3,3,1935,2003,1,0.0,1,270,1,4,729,729,1,5,0,0.0,0,0,0,52000
9,4,1900,1950,1,0.0,4,859,1,4,859,1178,1,7,0,1964.0,1,384,0,102776
22,8,1988,1989,1,0.0,2,1228,1,4,1228,1228,2,5,1,1988.0,2,472,2,189000
3,4,1970,1970,1,160.0,1,960,0,4,960,960,1,6,0,1970.0,2,576,2,129000
19,6,1976,2005,1,289.0,1,725,1,4,725,1479,2,6,0,1976.0,2,475,2,130500
14,6,1974,1974,3,174.0,1,1064,1,4,1350,1350,2,7,1,1974.0,2,478,2,165000
17,7,1890,1998,1,0.0,0,718,1,4,1576,2554,1,8,0,1996.0,2,704,1,159500
14,5,1973,2000,1,0.0,1,1176,1,4,1178,1178,1,5,1,1973.0,2,439,2,157000
15,7,1993,1994,3,651.0,2,1311,1,4,1325,2418,2,9,1,1993.0,3,983,2,341000
5,5,1969,1969,1,0.0,1,971,1,4,971,971,1,5,1,1969.0,1,300,2,128500
22,8,1985,1985,1,0.0,2,1742,1,4,1742,1742,2,5,1,1985.0,2,564,2,275000
5,6,2004,2004,1,169.0,2,848,1,4,848,848,1,3,0,2004.0,2,420,2,143000
12,4,1970,1970,1,0.0,1,864,1,4,864,864,1,5,0,1994.0,2,463,2,124500
7,4,1954,1972,1,0.0,2,941,1,4,997,1470,2,7,0,1958.0,1,548,2,135000
7,9,2007,2008,3,340.0,2,1698,1,4,1698,1698,2,8,1,2007.0,3,768,2,320000
12,4,1970,1970,1,0.0,1,864,1,4,864,864,1,5,0,1989.0,2,660,2,120500
6,6,1988,2007,3,260.0,1,880,1,4,1680,1680,2,5,1,1988.0,2,540,2,222000
5,7,2007,2007,1,82.0,2,1232,1,4,1232,1232,2,6,0,2007.0,2,632,2,194500
12,5,1958,1958,1,95.0,1,1584,1,4,1776,1776,2,9,0,1968.0,3,888,2,110000
9,4,1925,1950,1,0.0,1,780,1,0,848,1208,1,5,0,1962.0,2,539,2,103000
22,8,1995,1996,1,0.0,2,1595,1,4,1616,1616,2,5,1,1995.0,2,608,2,236500
23,7,2003,2003,1,442.0,2,868,1,4,1146,1146,2,6,1,2003.0,2,438,2,187500
5,7,1998,1999,1,202.0,2,1153,1,4,1153,2031,2,8,1,1998.0,2,541,2,222500
19,5,1961,1983,3,0.0,1,864,1,4,1144,1144,1,6,1,1961.0,1,264,2,131400
19,5,1968,1968,1,0.0,2,948,1,4,948,948,1,6,0,1968.0,1,300,2,108000
17,7,1914,1970,1,0.0,0,880,0,4,880,1768,1,6,2,1914.0,2,320,0,163000
12,3,1950,1950,1,0.0,1,0,0,1,1040,1040,2,6,0,1949.0,2,400,2,93500
8,8,2005,2005,1,0.0,2,893,1,4,901,1801,2,8,1,2005.0,3,800,2,239900
7,5,1987,1988,1,0.0,1,1200,1,4,1200,1200,3,5,0,0.0,0,0,2,179000
5,7,2004,2004,1,0.0,2,864,1,4,864,1728,2,7,0,2004.0,2,572,2,190000
17,5,1910,2002,1,0.0,0,264,1,4,768,1432,2,7,0,1910.0,2,360,2,132000
19,6,1961,1996,3,0.0,1,912,1,4,912,912,1,5,0,1962.0,1,288,2,142000
20,7,2000,2001,1,108.0,2,1349,1,4,1349,1349,2,6,0,2000.0,2,539,2,179000
19,5,1963,1999,1,0.0,1,520,1,4,1464,1464,2,6,1,1997.0,2,480,2,175000
22,8,1993,1993,1,0.0,2,1337,1,4,1337,1337,2,5,1,1993.0,2,462,2,180000
14,8,1976,1996,3,289.0,1,1142,1,4,1175,2715,3,11,2,1994.0,2,831,2,299800
8,7,2000,2000,1,0.0,2,952,1,4,980,2256,2,8,1,2000.0,2,554,2,236000
17,7,1880,2003,4,0.0,4,1240,0,4,1320,2640,1,8,1,1950.0,4,864,0,265979
15,7,1996,1996,3,338.0,2,1720,1,4,1720,1720,2,7,1,1996.0,2,527,2,260400
7,4,1945,1950,1,0.0,3,0,0,1,1088,1529,2,9,0,1945.0,1,240,0,98000
17,4,1910,2004,1,0.0,0,576,1,4,792,1140,1,7,0,0.0,0,0,0,96500
8,7,2003,2003,1,0.0,2,660,1,4,660,1320,2,6,0,2003.0,2,400,2,162000
5,6,1997,1997,1,0.0,2,1479,1,4,1494,1494,2,6,0,1997.0,2,576,2,217000
16,8,2005,2005,1,178.0,2,1030,1,4,1038,2098,2,8,1,2005.0,3,878,2,275500
12,6,1969,2005,1,0.0,1,1026,1,4,1026,1026,1,5,0,1969.0,2,440,2,156000
21,6,1999,1999,1,894.0,2,729,1,4,742,1471,2,6,0,1999.0,2,440,2,172500
5,8,2007,2007,1,0.0,2,866,1,4,866,1768,2,7,0,2007.0,2,578,2,212000
19,6,1978,1978,3,328.0,1,672,1,4,672,1386,2,6,1,1978.0,2,440,2,158900
21,7,1999,1999,1,360.0,2,744,1,4,757,1501,2,6,0,1999.0,2,440,2,179400
15,8,1995,1995,1,513.0,2,1318,1,4,1328,2531,2,9,1,1995.0,3,752,2,290000
12,6,1959,1959,3,0.0,1,864,1,4,864,864,1,5,0,2008.0,1,300,2,127500
3,5,1924,1950,1,0.0,2,1145,1,4,1301,1301,1,5,0,1965.0,2,440,2,100000
21,7,2009,2009,1,0.0,2,756,1,4,764,1547,2,7,0,2009.0,2,614,2,215200
15,8,1999,1999,1,673.0,2,1252,1,4,1268,2365,2,8,1,1999.0,3,856,2,337000
24,8,1995,1996,3,0.0,2,1494,1,4,1494,1494,1,6,1,1995.0,2,481,2,270000
21,9,2008,2008,1,284.0,2,1498,1,4,1506,1506,2,6,1,2008.0,2,592,2,264132
14,7,1988,1988,1,42.0,1,980,1,4,980,1714,2,7,1,1988.0,2,496,2,196500
11,6,1940,1985,1,0.0,1,983,1,4,983,1750,2,7,0,1989.0,1,423,2,160000
5,7,2004,2005,3,0.0,2,1860,1,4,1836,1836,2,8,1,2004.0,2,484,2,216837
22,8,2003,2003,3,603.0,2,1650,1,4,1690,3279,3,12,1,2003.0,3,841,2,538000
19,5,1982,1982,3,0.0,1,858,1,4,858,858,1,5,0,1983.0,2,576,2,134900
7,4,1951,1951,1,0.0,1,836,1,1,1220,1220,1,6,0,1951.0,2,396,2,102000
7,6,1976,1976,1,0.0,1,1029,1,4,1117,1117,1,6,1,1976.0,2,672,2,107000
12,5,1958,1958,1,1.0,1,912,1,0,912,912,1,5,0,1958.0,1,275,2,114500
16,8,2006,2006,3,375.0,2,1935,1,4,1973,1973,2,9,1,2006.0,3,895,2,395000
11,6,1998,1998,3,320.0,2,1204,1,4,1204,1204,2,5,0,1998.0,2,412,2,162000
5,7,2005,2006,1,240.0,2,1614,1,4,1614,1614,2,7,0,2005.0,3,865,2,221500
19,5,1974,1974,3,0.0,1,864,1,4,894,894,1,5,1,1974.0,2,440,2,142500
20,5,1977,1977,1,320.0,3,0,1,4,2020,2020,2,10,2,1977.0,2,630,2,144000
11,6,1977,1977,1,90.0,1,975,1,4,1004,1004,1,4,0,1977.0,2,504,2,135000
8,7,1995,1996,1,38.0,2,1237,1,4,1253,1253,2,6,1,1995.0,2,402,2,176000
20,6,1992,1992,1,0.0,2,761,1,4,810,1603,2,7,0,1992.0,2,484,2,175900
5,7,2001,2002,1,0.0,2,1413,1,4,1430,1430,2,6,0,2001.0,2,605,2,187100
11,5,1978,1978,1,104.0,2,1097,1,4,1110,1110,1,4,1,1978.0,2,602,2,165500
17,6,1914,2001,1,0.0,1,742,1,4,742,1484,2,9,1,0.0,0,0,2,128000
14,6,1967,1967,1,0.0,1,1372,1,4,1342,1342,2,7,1,1967.0,2,457,2,161500
17,5,1915,1950,1,0.0,2,686,1,4,966,1652,2,7,0,1961.0,1,416,2,139000
20,7,2004,2004,1,0.0,2,956,1,4,956,2084,2,8,0,2004.0,2,618,2,233000
17,4,1954,2000,1,0.0,1,901,1,4,901,901,1,4,0,1954.0,1,281,2,107900
4,6,1966,2007,1,157.0,1,832,1,4,976,2087,2,9,0,1966.0,2,444,2,187500
0,7,2005,2006,1,11.0,2,1145,1,4,1145,1145,2,5,1,2005.0,2,397,2,160200
11,6,1976,1976,1,0.0,2,1029,1,4,1062,1062,1,5,2,1976.0,2,539,2,146800
15,7,1996,1997,1,0.0,2,1117,1,4,1127,2013,2,8,1,1997.0,2,455,2,269790
21,8,2007,2007,1,140.0,2,1496,1,4,1496,1496,2,7,0,2007.0,2,474,2,225000
8,7,1994,1996,1,0.0,2,712,1,4,1086,1895,2,7,1,1994.0,2,409,2,194500
20,6,1980,1981,1,130.0,1,650,1,4,888,1564,2,7,1,1980.0,2,476,2,171000
19,6,1977,1977,1,148.0,1,660,1,4,1285,1285,1,7,1,1977.0,2,528,2,143500
12,5,1953,1953,1,0.0,1,773,1,4,773,773,1,4,0,1953.0,1,240,2,110000
16,9,2008,2009,3,860.0,2,1926,1,4,1966,3140,3,11,2,2009.0,3,820,2,485000
18,5,1937,1950,1,252.0,0,731,1,4,981,1768,1,7,2,1939.0,1,240,2,175000
4,6,1997,1997,1,0.0,2,616,1,4,616,1688,2,8,0,1997.0,2,603,2,200000
9,4,1916,1990,1,0.0,1,1196,1,0,1196,1196,1,5,0,1957.0,2,440,2,109900
5,7,2005,2005,1,0.0,2,728,1,4,728,1456,2,7,1,2005.0,2,410,2,189000
16,9,2008,2009,3,424.0,2,1734,1,4,1734,2822,3,12,1,2009.0,3,1020,2,582933
12,5,1954,1954,1,0.0,1,936,1,4,1128,1128,1,5,0,1954.0,1,286,2,118000
21,7,2008,2008,1,256.0,2,1417,1,4,1428,1428,2,6,0,2008.0,2,554,2,227680
12,5,1967,1967,1,0.0,2,980,1,4,980,980,2,6,0,1967.0,1,384,2,135500
3,5,1923,2004,1,0.0,1,1324,1,4,1072,1576,1,6,1,1923.0,2,528,2,223500
12,5,1966,1966,1,1047.0,1,1024,1,4,1086,1086,1,6,1,1966.0,2,484,2,159950
17,5,1898,1965,3,0.0,2,849,0,0,1075,2138,2,11,0,1910.0,2,360,0,106000
14,6,1974,1999,3,99.0,1,1040,1,4,1309,1309,1,5,1,1974.0,2,484,2,181000
5,6,2004,2004,1,169.0,2,848,1,4,848,848,1,4,1,2004.0,2,420,2,144500
9,5,1952,1952,3,0.0,1,540,0,0,1044,1044,1,4,0,1952.0,2,504,0,55993
12,6,1958,1958,1,243.0,1,1442,1,4,1442,1442,1,7,0,1958.0,1,301,2,157900
7,5,1918,1950,1,0.0,0,686,1,4,686,1250,1,7,0,1955.0,1,280,1,116000
5,7,1998,1998,1,442.0,2,1649,1,4,1661,1661,2,6,0,1998.0,2,598,2,224900
12,5,1954,1954,1,0.0,1,1008,1,4,1008,1008,1,4,1,1954.0,1,275,2,137000
11,8,2002,2002,3,148.0,2,1568,1,4,1689,1689,2,7,2,2002.0,3,857,2,271000
4,6,1971,1971,1,80.0,1,1010,1,4,1052,1052,1,6,0,1971.0,2,440,2,155000
16,7,2009,2010,1,128.0,2,1358,1,4,1358,1358,2,6,1,2010.0,2,484,2,224000
5,7,2003,2003,1,0.0,2,798,1,4,798,1640,2,6,0,2003.0,2,595,2,183000
17,4,1953,1953,1,0.0,1,936,0,4,936,936,1,4,0,1974.0,2,576,2,93000
8,7,2003,2003,1,0.0,2,847,1,4,847,1733,2,7,1,2003.0,2,433,2,225000
18,6,1940,1950,1,0.0,0,778,1,4,944,1489,2,7,1,1940.0,1,240,2,139500
21,8,2006,2006,1,0.0,2,1489,1,4,1489,1489,2,7,1,2006.0,2,776,2,232600
16,10,2007,2008,3,816.0,2,2078,1,4,2084,2084,2,7,1,2007.0,3,1220,2,385000
3,5,1924,1950,1,0.0,0,784,1,4,784,784,1,5,0,0.0,0,0,2,109500
20,7,2001,2001,1,0.0,2,1454,1,4,1434,1434,2,6,1,2001.0,2,527,2,189000
4,5,1967,1967,0,0.0,2,1013,1,4,1160,2126,2,7,0,1967.0,2,538,2,185000
21,7,2005,2005,1,0.0,2,600,1,4,520,1223,2,4,0,2005.0,2,480,2,147400
12,6,1957,1957,1,387.0,1,1392,1,0,1392,1392,1,6,2,1957.0,2,458,2,166000
