MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SalePrice
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1698,GasA,Ex,Y,SBrkr,1698,1698,2,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,none,none,none,320000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,864,GasA,TA,Y,SBrkr,864,864,1,Gd,5,Typ,0,none,Detchd,1989.0,Unf,2,660,TA,TA,Y,none,none,Shed,120500
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,880,GasA,Ex,Y,SBrkr,1680,1680,2,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,none,none,none,222000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1232,GasA,Ex,Y,SBrkr,1232,1232,2,Gd,6,Typ,0,none,Attchd,2007.0,RFn,2,632,TA,TA,Y,none,none,none,194500
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1584,GasA,TA,Y,SBrkr,1776,1776,2,TA,9,Typ,0,none,Detchd,1968.0,Unf,3,888,TA,TA,Y,none,none,none,110000
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,780,GasA,TA,Y,FuseA,848,1208,1,TA,5,Typ,0,none,Detchd,1962.0,Unf,2,539,TA,TA,Y,none,none,none,103000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1595,GasA,Ex,Y,SBrkr,1616,1616,2,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,none,none,none,236500
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,868,GasA,Ex,Y,SBrkr,1146,1146,2,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,none,none,none,187500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1153,GasA,Ex,Y,SBrkr,1153,2031,2,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,none,none,none,222500
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864,GasA,Ex,Y,SBrkr,1144,1144,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,none,GdWo,Shed,131400
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,948,GasA,TA,Y,SBrkr,948,948,1,TA,6,Typ,0,none,Attchd,1968.0,Unf,1,300,TA,TA,Y,none,none,none,108000
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,880,GasW,Fa,N,SBrkr,880,1768,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,none,none,none,163000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,none,none,none,none,none,0,GasA,Gd,N,FuseF,1040,1040,2,TA,6,Typ,0,none,Detchd,1949.0,Unf,2,400,TA,TA,Y,none,none,none,93500
RL,Pave,none,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,893,GasA,Ex,Y,SBrkr,901,1801,2,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,none,none,none,239900
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,1200,GasA,TA,Y,SBrkr,1200,1200,3,TA,5,Typ,0,none,none,0.0,none,0,0,none,none,Y,none,none,none,179000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,864,GasA,Ex,Y,SBrkr,864,1728,2,Gd,7,Typ,0,none,Attchd,2004.0,RFn,2,572,TA,TA,Y,none,none,none,190000
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264,GasA,Ex,Y,SBrkr,768,1432,2,TA,7,Typ,0,none,Detchd,1910.0,Unf,2,360,TA,Gd,Y,none,GdPrv,none,132000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,912,GasA,Gd,Y,SBrkr,912,912,1,Gd,5,Typ,0,none,Detchd,1962.0,Unf,1,288,TA,TA,Y,none,GdPrv,none,142000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,GasA,Ex,Y,SBrkr,1349,1349,2,TA,6,Typ,0,none,Attchd,2000.0,Unf,2,539,TA,TA,Y,none,GdPrv,none,179000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,520,GasA,Ex,Y,SBrkr,1464,1464,2,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,none,none,none,175000
RL,Pave,none,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1337,GasA,Gd,Y,SBrkr,1337,1337,2,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,none,none,none,180000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,1142,GasA,Ex,Y,SBrkr,1175,2715,3,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,none,none,none,299800
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,952,GasA,Ex,Y,SBrkr,980,2256,2,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,none,none,none,236000
RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,Unf,1240,GasW,TA,N,SBrkr,1320,2640,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,none,none,none,265979
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1720,GasA,Ex,Y,SBrkr,1720,1720,2,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,none,none,none,260400
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,none,none,none,none,none,0,Wall,TA,N,FuseF,1088,1529,2,TA,9,Mod,0,none,Detchd,1945.0,Unf,1,240,TA,TA,N,none,none,none,98000
RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,792,1140,1,TA,7,Min2,0,none,none,0.0,none,0,0,none,none,N,none,none,none,96500
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660,GasA,Ex,Y,SBrkr,660,1320,2,Gd,6,Typ,0,none,Attchd,2003.0,Fin,2,400,TA,TA,Y,none,none,none,162000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1479,GasA,Ex,Y,SBrkr,1494,1494,2,Gd,6,Typ,0,none,Attchd,1997.0,RFn,2,576,TA,TA,Y,none,none,none,217000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030,GasA,Gd,Y,SBrkr,1038,2098,2,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,none,none,none,275500
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,1026,GasA,Gd,Y,SBrkr,1026,1026,1,Gd,5,Typ,0,none,Detchd,1969.0,RFn,2,440,TA,TA,Y,none,none,none,156000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729,GasA,Gd,Y,SBrkr,742,1471,2,TA,6,Typ,0,none,Detchd,1999.0,Unf,2,440,TA,TA,Y,none,none,none,172500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,866,GasA,Ex,Y,SBrkr,866,1768,2,Gd,7,Typ,0,none,Attchd,2007.0,RFn,2,578,TA,TA,Y,none,none,none,212000
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,672,GasA,TA,Y,SBrkr,672,1386,2,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,none,GdPrv,none,158900
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,744,GasA,Gd,Y,SBrkr,757,1501,2,TA,6,Typ,0,none,Detchd,1999.0,Unf,2,440,TA,TA,Y,none,none,none,179400
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1318,GasA,Ex,Y,SBrkr,1328,2531,2,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,none,none,none,290000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864,GasA,Ex,Y,SBrkr,864,864,1,TA,5,Typ,0,none,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,none,none,Shed,127500
RM,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,1145,GasA,TA,Y,SBrkr,1301,1301,1,Fa,5,Min1,0,none,Detchd,1965.0,Unf,2,440,TA,TA,Y,none,none,none,100000
FV,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,756,GasA,Ex,Y,SBrkr,764,1547,2,Gd,7,Typ,0,none,Attchd,2009.0,Unf,2,614,TA,TA,Y,none,none,none,215200
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1252,GasA,Ex,Y,SBrkr,1268,2365,2,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,none,none,none,337000
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,1494,GasA,Ex,Y,SBrkr,1494,1494,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,none,none,none,270000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1498,GasA,Ex,Y,SBrkr,1506,1506,2,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,none,none,none,264132
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,980,GasA,TA,Y,SBrkr,980,1714,2,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,none,MnPrv,Shed,196500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,983,GasA,Ex,Y,SBrkr,983,1750,2,TA,7,Mod,0,none,Attchd,1989.0,Unf,1,423,TA,TA,Y,none,none,Shed,160000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1860,GasA,Ex,Y,SBrkr,1836,1836,2,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,none,none,none,216837
RL,Pave,none,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,1650,GasA,Ex,Y,SBrkr,1690,3279,3,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,none,none,none,538000
RL,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,858,GasA,TA,Y,SBrkr,858,858,1,TA,5,Typ,0,none,Detchd,1983.0,Unf,2,576,TA,TA,Y,none,none,none,134900
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,836,GasA,TA,Y,FuseF,1220,1220,1,TA,6,Typ,0,none,Detchd,1951.0,Unf,2,396,TA,TA,Y,none,none,none,102000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,1029,GasA,TA,Y,SBrkr,1117,1117,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,none,MnPrv,none,107000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,912,GasA,Ex,Y,FuseA,912,912,1,TA,5,Typ,0,none,Attchd,1958.0,RFn,1,275,TA,TA,Y,none,none,none,114500
RL,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935,GasA,Gd,Y,SBrkr,1973,1973,2,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,none,none,none,395000
RM,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,1204,GasA,Ex,Y,SBrkr,1204,1204,2,TA,5,Typ,0,none,Attchd,1998.0,Fin,2,412,TA,TA,Y,none,none,none,162000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614,GasA,Ex,Y,SBrkr,1614,1614,2,Gd,7,Typ,0,none,Attchd,2005.0,RFn,3,865,TA,TA,Y,none,none,none,221500
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864,GasA,TA,Y,SBrkr,894,894,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,none,MnPrv,none,142500
RH,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,none,none,none,none,none,0,GasA,TA,Y,SBrkr,2020,2020,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,none,none,none,144000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,975,GasA,TA,Y,SBrkr,1004,1004,1,TA,4,Typ,0,none,Attchd,1977.0,Unf,2,504,TA,TA,Y,none,none,none,135000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,1237,GasA,Gd,Y,SBrkr,1253,1253,2,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,none,none,none,176000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,761,GasA,Ex,Y,SBrkr,810,1603,2,Gd,7,Typ,0,none,Attchd,1992.0,RFn,2,484,TA,TA,Y,none,none,none,175900
RL,Pave,none,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413,GasA,Ex,Y,SBrkr,1430,1430,2,Gd,6,Typ,0,none,Attchd,2001.0,RFn,2,605,TA,TA,Y,none,none,none,187100
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,1097,GasA,Ex,Y,SBrkr,1110,1110,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,none,none,none,165500
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742,GasA,Ex,Y,SBrkr,742,1484,2,TA,9,Typ,1,Gd,none,0.0,none,0,0,none,none,Y,none,none,none,128000
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1372,GasA,TA,Y,SBrkr,1342,1342,2,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,none,none,none,161500
RM,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,686,GasA,TA,Y,SBrkr,966,1652,2,TA,7,Typ,0,none,Detchd,1961.0,Unf,1,416,TA,TA,Y,none,none,Shed,139000
RL,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,956,GasA,Ex,Y,SBrkr,956,2084,2,Gd,8,Typ,0,none,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,none,none,none,233000
RM,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901,GasA,Ex,Y,SBrkr,901,901,1,TA,4,Typ,0,none,Detchd,1954.0,Unf,1,281,Fa,TA,Y,none,none,none,107900
RL,Pave,none,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,832,GasA,Gd,Y,SBrkr,976,2087,2,Gd,9,Typ,0,none,Attchd,1966.0,Fin,2,444,TA,TA,Y,none,none,none,187500
RL,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1145,GasA,Ex,Y,SBrkr,1145,1145,2,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,none,none,none,160200
RL,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,1029,GasA,TA,Y,SBrkr,1062,1062,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,none,none,none,146800
